animeID,title,alternative_title,type,year,score,episodes,mal_url,sequel,image_url,genres,genres_detailed
4062,Mokke,,TV,2007,6.99,24,https://myanimelist.net/anime/2931,False,https://cdn.myanimelist.net/images/anime/13/19674.jpg,"['Mystery', 'Slice of Life', 'Supernatural']","['angst', 'asia', 'baseball', 'based on a manga', 'body and host', 'body takeover', 'child protagonists', 'combat', 'comedy', 'coming of age', 'contemporary fantasy', 'countryside', 'daily life', 'demon', 'demons', 'dialogue driven', 'dodgeball', 'earth', 'elementary school', 'ending', 'episodic', 'exorcism', 'family friendly', 'family life', 'fantasy', 'female protagonist', 'friendship', 'funny expressions', 'ghost stories', 'ghosts', 'heart-warming', 'iyashikei', 'japan', 'japanese mythology', 'japanese production', 'judo', 'manga', 'middle school', 'mystery', 'mythology', 'open-ended', 'parental abandonment', 'parenting', 'place', 'plot continuity', 'present', 'real-world location', 'religion', 'romance', 'rural', 'school', 'school life', 'seinen', 'shintoism', 'siblings', 'slapstick', 'slice of life', 'speculative fiction', 'sports', 'storytelling', 'supernatural', 'supernatural drama', 'time', 'track and field', 'tragedy', 'tropes', 'urban fantasy', 'visible aura', 'watercolour style', 'wordplay', 'youkai']"
4063,Naisho no Tsubomi,,OVA,2008,6.51,3,https://myanimelist.net/anime/3641,False,https://cdn.myanimelist.net/images/anime/3/19981.jpg,['Romance'],"['age regression', 'angst', 'asia', 'based on a manga', 'chibi', 'child protagonists', 'comedy', 'coming of age', 'daily life', 'drama', 'earth', 'ecchi', 'educational', 'elementary school', 'ensemble cast', 'family life', 'female protagonist', 'first love', 'friendship', 'heterosexual', 'japan', 'japanese production', 'kids', 'large breasts', 'loli', 'manga', 'memory manipulation', 'pantsu', 'physical examination', 'place', 'pregnancy', 'present', 'primarily child cast', 'reincarnation', 'romance', 'school', 'school life', 'sci-fi', 'season', 'shoujo', 'slapstick', 'slice of life', 'slice of life drama', 'speculative fiction', 'sudden girlfriend appearance', 'super deformed', 'supernatural', 'time', 'time travel', 'tomboy', 'tragedy', 'violent retribution for accidental infringement', 'winter']"
4064,Phantom: The Animation,Phantom The Animation,OVA,2004,6.44,3,https://myanimelist.net/anime/438,False,https://cdn.myanimelist.net/images/anime/12/75176.jpg,"['Action', 'Drama']","['action', 'action drama', 'americas', 'amnesia', 'assassin', 'assassins', 'based on a visual novel', 'boy meets girl', 'brainwashing', 'crime', 'death', 'drama', 'earth', 'ending', 'erotic game', 'excessive violence', 'female protagonist', 'foreign', 'game', 'gangs', 'gore', 'gunfights', 'guns', 'heterosexual', 'japanese production', 'kidnapping', 'kuudere', 'mafia', 'male protagonist', 'memory manipulation', 'murder', 'open-ended', 'organized crime', 'paradise lost', 'place', 'plot continuity', 'present', 'psychoactive drugs', 'psychological drama', 'romance', 'seinen', 'shounen', 'thriller', 'tragedy', 'united states', 'violence', 'visual novel']"
4065,Final Approach,,TV,2004,6.51,13,https://myanimelist.net/anime/119,False,https://cdn.myanimelist.net/images/anime/11/14607.jpg,"['Comedy', 'Drama', 'Romance']","['asia', 'based on a visual novel', 'comedy', 'daily life', 'drama', 'earth', 'ecchi', 'family life', 'female harem', 'game', 'half-length episodes', 'harem', 'heterosexual', 'japan', 'japanese production', 'kuudere', 'male protagonist', 'nudity', 'ojou-sama', 'omiai', 'orphan', 'parental abandonment', 'parody', 'place', 'present', 'romance', 'romantic comedy', 'school', 'seinen', 'self-parody', 'short episodes', 'slapstick', 'slice of life', 'stereotypes', 'sudden girlfriend appearance', 'super deformed', 'time', 'visual novel']"
4066,Utakata,Uta∽Kata,TV,2004,6.55,12,https://myanimelist.net/anime/688,False,https://cdn.myanimelist.net/images/anime/3/25392.jpg,"['Drama', 'Fantasy']","['angst', 'asia', ""boys' love"", 'call my name', 'coastal', 'coming of age', 'contemporary fantasy', 'cute girls doing cute things', 'denpa', 'drama', 'earth', 'ecchi', 'episodic', 'family life', 'fantasy', 'female protagonist', 'gods', 'henshin', 'intact family', 'japan', 'japanese production', 'kuudere', 'large breasts', 'lgbtq+ themes', 'magic', 'magic girl', 'magical girl', 'mahou shoujo', 'middle school', 'new', 'original work', 'pantsu', 'place', 'plot continuity', 'pool episode', 'present', 'psychological', 'real-world location', 'romance', 'school', 'school life', 'seinen', 'sexual abuse', 'sexual abuse -- to be split and deleted', 'shoujo ai', 'shounen ai', 'shounen-ai', 'slice of life', 'slice of life drama', 'speculative fiction', 'suicide', 'supernatural drama', 'time', 'tragedy', 'tropes', 'yuri']"
4067,Arcade Gamer Fubuki,,OVA,2002,5.27,4,https://myanimelist.net/anime/1596,False,https://cdn.myanimelist.net/images/anime/1681/100065.jpg,"['Comedy', 'Sports', 'Ecchi']","['action', 'asia', 'based on a manga', 'battle royale', 'comedy', 'dinosaurs', 'e-sports', 'earth', 'ecchi', 'female protagonist', 'fictional location', 'gaming – video games', 'ganbatte', 'henshin', 'japan', 'japanese production', 'pantsu', 'parody', 'place', 'playing video games', 'present', 'primarily female cast', 'sci-fi', 'shoujo', 'shounen', 'sports', 'super power', 'tournament', 'tournaments', 'video game', 'video games', 'virtual world']"
4068,Wellber no Monogatari: Sisters of Wellber,,TV,2007,6.6,13,https://myanimelist.net/anime/2032,False,https://cdn.myanimelist.net/images/anime/13/23585.jpg,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']","['action', 'adventure', 'alcohol', 'alternative world', 'artificial intelligence', 'cgi', 'comedy', 'cooking', 'crime', 'death', 'disaster', 'drama', 'european stylised', 'fairy', 'fantasy', 'fantasy world', 'female protagonist', 'fictional location', 'fire', 'flashback', 'fugitive', 'girls with guns', 'gunfights', 'historical', 'important haircut', 'japanese production', 'journey', 'medieval', 'medieval -- to be split and deleted', 'military', 'murder', 'mutilation', 'new', 'nudity', 'original work', 'overeater', 'past', 'place', 'plot continuity', 'political', 'politics', 'pornography', 'prostitution', 'revenge', 'romance', 'sci-fi', 'science and magic coexist', 'seinen', 'sentient object', 'sex', 'ships', 'shoujo ai', 'shounen', 'speculative fiction', 'steampunk', 'strong female lead', 'suicide', 'swordplay', 'tanks', 'thievery', 'time', 'tragedy', 'tropes', 'urban fantasy', 'violence', 'war', 'war-zone realities', 'weaponized fork', 'zettai ryouiki']"
4069,Street Fighter Alpha: Generations,,MOVIE,2005,6.29,1,https://myanimelist.net/anime/950,False,https://cdn.myanimelist.net/images/anime/2/3455.jpg,['Adventure'],"['action', 'action drama', 'adventure', 'based on a video game', 'bionic powers', 'drama', 'game', 'hand to hand combat', 'japanese production', 'magic', 'martial arts', 'psi-powers', 'shounen', 'supernatural']"
4070,Blue Gender: The Warrior,,MOVIE,2002,6.11,1,https://myanimelist.net/anime/1380,False,https://cdn.myanimelist.net/images/anime/4/15774.jpg,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']","['action', 'action drama', 'adventure', 'alien', 'apocalyptic fiction', 'death', 'disaster', 'drama', 'earth', 'everybody dies', 'future', 'giant insects', 'gore', 'horror', 'insects', 'insects of doom', 'japanese production', 'mecha', 'military', 'monster', 'person from the past', 'place', 'post-apocalyptic', 'real robots', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'seinen', 'space', 'speculative fiction', 'strong female lead', 'survival', 'time', 'time travel', 'violence']"
4071,Ninja Resurrection,Makai Tenshou,OVA,1998,5.1,2,https://myanimelist.net/anime/1455,False,https://cdn.myanimelist.net/images/anime/1285/94142.jpg,"['Action', 'Supernatural']","['action', 'adapted into japanese movie', 'adapted into other media', 'asia', 'christianity', 'drama', 'earth', 'edo period', 'excessive violence', 'explicit sex', 'explicit violence', 'fantasy', 'feudal japan', 'gore', 'historical', 'horror', 'japan', 'japanese production', 'male protagonist', 'martial arts', 'monster', 'mythology', 'ninja', 'novel', 'nudity', 'old asia', 'past', 'place', 'religion', 'samurai', 'sex', 'speculative fiction', 'strong male lead', 'supernatural', 'swordplay', 'swords & co', 'time', 'tokugawa period', 'undead', 'violence', 'zombie']"
4072,Black Jack: The Two Doctors of Darkness,Black Jack: Futari no Kuroi Isha,MOVIE,2005,7.15,1,https://myanimelist.net/anime/1983,False,https://cdn.myanimelist.net/images/anime/4/40303.jpg,['Drama'],"['action', 'adventure', 'asia', 'based on a manga', 'doctors', 'drama', 'earth', 'foreign', 'island', 'japan', 'japanese production', 'jungle', 'kyoto', 'male protagonist', 'manga', 'medical', 'medical doctors', 'medicine', 'mystery', 'ocean', 'philosophy', 'place', 'present', 'primarily adult cast', 'real-world location', 'shounen', 'slice of life', 'slice of life drama', 'terrorism', 'tragedy', 'work']"
4073,Shadow Skill,,OVA,1995,6.28,1,https://myanimelist.net/anime/3005,False,https://cdn.myanimelist.net/images/anime/6/4352.jpg,"['Action', 'Adventure', 'Drama', 'Fantasy']","['absurdist humour', 'action', 'adventure', 'based on a manga', 'bionic powers', 'combat', 'comedy', 'countryside', 'drama', 'ecchi', 'excessive violence', 'fantasy', 'fighting', 'flashback', 'gore', 'hand to hand combat', 'japanese production', 'magic', 'manga', 'martial arts', 'place', 'psi-powers', 'shounen', 'skimpy clothing', 'speculative fiction', 'sports', 'strong female lead', 'super power', 'tragedy', 'tropes', 'violence', 'visible aura']"
4074,JoJo's Bizarre Adventure: Phantom Blood,JoJo no Kimyou na Bouken: Phantom Blood,MOVIE,2007,7.8,1,https://myanimelist.net/anime/3603,False,https://cdn.myanimelist.net/images/anime/5/50055.jpg,"['Action', 'Adventure', 'Horror']","['action', 'adventure', 'angst', 'based on a manga', 'bionic powers', 'drama', 'earth', 'europe', 'fantasy', 'historical', 'horror', 'japanese production', 'magic', 'manga', 'martial arts', 'past', 'place', 'plot continuity', 'psi-powers', 'science-fiction', 'shounen', 'speculative fiction', 'super power', 'supernatural', 'time', 'undead', 'united kingdom', 'vampire', 'victorian period', 'violence', 'weekly shounen jump']"
4075,Genshiken 2: Menma Special,Ramen Tenshi Pretty Menma,SPECIAL,2008,4.48,1,https://myanimelist.net/anime/7882,False,https://cdn.myanimelist.net/images/anime/9/19315.jpg,['Comedy'],"['angels', 'based on a manga', 'comedy', 'food', 'food and beverage', 'food preparation', 'magic', 'magical girl', 'nonsense-comedy', 'parody', 'present', 'seinen', 'slice of life']"
4076,Sister Princess: Re Pure,,TV,2002,6.29,13,https://myanimelist.net/anime/835,False,https://cdn.myanimelist.net/images/anime/2/25293.jpg,"['Drama', 'Romance']","['asia', 'based on a light novel', 'basketball', 'comedy', 'cooking', 'daily life', 'drama', 'earth', 'ending', 'episodic', 'harem', 'incest', 'japan', 'japanese production', 'moe', 'novel', 'open-ended', 'place', 'present', 'primarily female cast', 'romance', 'school', 'school clubs', 'school life', 'seinen', 'siblings', 'slice of life', 'sports', 'stereotypes', 'the arts', 'time']"
4077,Gargoyle of Yoshinaga House,Yoshinaga-sanchi no Gargoyle,TV,2006,6.76,13,https://myanimelist.net/anime/965,False,https://cdn.myanimelist.net/images/anime/1259/134889.jpg,"['Comedy', 'Fantasy', 'Slice of Life']","['action', 'action comedy', 'adventure', 'asia', 'based on a light novel', 'christmas', 'comedy', 'contemporary fantasy', 'crime', 'earth', 'ensemble cast', 'episodic', 'family friendly', 'family life', 'fantasy', 'german suplex', 'intact family', 'japan', 'japanese production', 'law and order', 'magic', 'master-servant relationship', 'mecha', 'monster', 'novel', ""philosopher's stone"", 'place', 'plot continuity', 'present', 'sci-fi', 'science and magic coexist', 'slapstick', 'slice of life', 'speculative fiction', 'super power', 'supernatural drama', 'thievery', 'time', 'tropes']"
4078,Nadia: The Secret of Blue Water - The Motion Picture,Fushigi no Umi no Nadia: Original Movie,MOVIE,1991,5.59,1,https://myanimelist.net/anime/1252,False,https://cdn.myanimelist.net/images/anime/1354/94841.jpg,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi']","['19th century', 'action', 'adventure', 'alien', 'aviation', 'conspiracy', 'dark-skinned girl', 'drama', 'female protagonist', 'foreign', 'heroine of strong character', 'heterosexual', 'historical', 'industrialisation', 'japanese production', 'magic', 'male protagonist', 'mystery', 'robots', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'speculative fiction', 'steampunk', 'supernatural drama', 'thief', 'war']"
4079,Super Dimension Fortress Macross Flash Back 2012,Macross Flash Back 2012,OVA,1987,6.68,1,https://myanimelist.net/anime/1504,False,https://cdn.myanimelist.net/images/anime/5/11073.jpg,"['Drama', 'Sci-Fi']","['action', 'aliens', 'ancient aliens', 'drama', 'female protagonist', 'future', 'idol', 'idols', 'indefinite', 'japanese production', 'mecha', 'military', 'music', 'musical', 'nostalgia', 'original work', 'piloted robot', 'robot', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'space', 'space opera', 'speculative fiction', 'the arts', 'time', 'transforming craft']"
4080,Here is Greenwood,Koko wa Green Wood,OVA,1991,6.77,6,https://myanimelist.net/anime/1804,False,https://cdn.myanimelist.net/images/anime/1760/105953.jpg,"['Slice of Life', 'Supernatural']","['acting', 'action', 'adapted into jdrama', 'adapted into other media', 'asia', 'bad luck', 'based on a manga', 'bishounen', 'boarding school', 'comedy', 'coming of age', 'crime', 'cross-dressing', 'crossdressing', 'delinquents', 'drama', 'earth', 'episodic', 'fantasy', 'gambling', 'ghost', 'high school', 'hostage situation', 'japan', 'japanese production', 'lgbtq+ themes', 'love polygon', 'love triangle', 'manga', 'place', 'plot continuity', 'predominantly male cast', 'present', 'primarily male cast', 'rivalry', 'romance', 'romantic comedy', 'school', 'school dormitory', 'school life', 'shota', 'shoujo', 'sibling rivalry', 'slice of life', 'speculative fiction', 'supernatural', 'time', 'transfer students', 'trap', 'tsundere', 'undead', 'video games']"
4081,The Super Dimension Century Orguss,Choujikuu Seiki Orguss,TV,1983,6.35,35,https://myanimelist.net/anime/2089,False,https://cdn.myanimelist.net/images/anime/13/24517.jpg,"['Action', 'Adventure', 'Romance', 'Sci-Fi']","['action', 'adventure', 'aliens', 'fantasy', 'isekai', 'japanese production', 'lost technology', 'love triangle', 'mecha', 'military', 'multi-anime projects', 'new', 'original work', 'person in a strange world', 'piloted robot', 'place', 'real robot', 'real robots', 'robot', 'robot helper', 'romance', 'sci fi', 'sci-fi', 'science fiction', 'science-fiction', 'sex', 'shounen', 'space', 'space elevator', 'speculative fiction', 'super robot wars', 'time manipulation', 'time travel', 'tropes', 'war']"
4082,Cardcaptor Sakura: Clear Card,Cardcaptor Sakura: Clear Card-hen,TV,2018,7.76,22,https://myanimelist.net/anime/33354,False,https://cdn.myanimelist.net/images/anime/1467/90338.jpg,"['Adventure', 'Comedy', 'Romance']","['action', 'adventure', 'awards', 'based on a manga', 'bisexual', 'cheerleading', 'comedy', 'coming of age', 'contemporary fantasy', 'dissociative identities', 'drama', 'fantasy', 'female protagonist', 'food', 'funny expressions', 'gymnastics', 'henshin', 'heroine of strong character', 'heterosexual', 'japanese production', 'kemonomimi', 'lgbtq+ themes', 'magic', 'magical girl', 'mahou shoujo', 'manga', 'middle school', 'newtype anime award', 'present', 'primarily female cast', 'primarily teen cast', 'romance', 'school', 'school life', 'shoujo', 'slice of life', 'speculative fiction', 'sports', 'time', 'time manipulation', 'urban fantasy']"
4083,Natsume's Book of Friends Season 5,Natsume Yuujinchou Go,TV,2016,8.41,11,https://myanimelist.net/anime/32983,True,https://cdn.myanimelist.net/images/anime/11/81755.jpg,"['Slice of Life', 'Supernatural']","['adoption', 'asia', 'based on a manga', 'bodyguards', 'cats', 'comedy', 'coming of age', 'contemporary fantasy', 'countryside', 'daily life', 'demon', 'demons', 'development hell', 'drama', 'earth', 'episodic', 'estranged family', 'exorcism', 'fantasy', 'folklore', 'friendship', 'ghost', 'heart-warming', 'horror', 'iyashikei', 'japan', 'japanese mythology', 'japanese production', 'magic', 'male protagonist', 'manga', 'mythology', 'orphans', 'past', 'place', 'plot continuity', 'present', 'primarily teen cast', 'rural', 'school', 'sequel', 'shapeshifting', 'shoujo', 'slapstick', 'slice of life', 'slice of life drama', 'speculative fiction', 'spirits', 'supernatural', 'time', 'urban fantasy', 'youkai']"
